B 1000
D 143 127
I 149 9
I 70 0
D 117 57
I 122 41
D 185 118
D 81 93
I 140 62
I 160 132
I 5 60
I 52 179
I 5 168
I 173 0
D 113 78
D 93 157
D 115 171
I 21 22
D 11 57
I 111 140
I 150 184
D 4 52
I 10 27
I 85 21
D 41 76
D 32 20
D 182 138
D 16 0
D 29 146
I 152 125
I 92 165
D 131 159
D 106 94
D 121 110
I 115 106
I 133 119
I 37 34
D 47 177
I 114 184
D 195 12
D 43 6
I 167 160
D 103 126
D 11 140
D 145 31
I 198 38
D 41 162
D 138 66
D 187 38
D 168 61
I 124 26
I 164 1
I 12 34
I 163 179
D 89 18
I 44 38
D 73 156
D 6 79
D 112 198
D 156 93
D 108 103
D 182 132
I 111 29
I 196 114
D 10 126
I 12 22
I 198 15
I 14 153
I 149 155
D 67 27
D 3 27
D 75 192
I 29 7
D 134 46
D 146 193
D 155 104
D 133 97
D 144 29
I 17 32
I 119 143
I 38 16
I 5 23
D 109 70
I 119 169
D 65 36
I 165 130
D 102 171
D 68 52
D 164 141
I 147 187
I 174 121
D 195 187
D 87 184
I 140 12
D 87 83
D 43 195
D 34 194
I 175 9
D 144 129
I 11 34
I 50 142
I 101 0
I 195 161
I 158 125
I 102 109
D 49 142
D 127 29
D 9 54
D 129 172
D 59 49
I 198 144
I 7 153
I 195 134
D 92 190
I 12 96
D 56 32
I 145 73
D 199 181
D 36 183
I 198 16
D 88 60
D 12 63
I 197 41
D 8 62
I 142 112
D 52 134
D 95 27
I 95 52
I 150 7
D 124 64
I 125 60
D 1 44
D 41 190
I 181 33
I 130 105
D 35 58
D 132 68
I 89 22
D 158 157
D 36 121
I 170 10
D 171 7
D 114 166
I 90 58
D 27 95
I 46 83
I 67 195
D 6 89
I 166 179
D 137 197
D 164 127
I 188 18
I 74 59
D 114 171
I 166 122
I 59 10
I 153 56
I 172 70
D 91 50
I 12 34
D 127 31
I 79 62
I 167 56
D 65 146
I 145 137
I 149 165
D 82 132
D 31 6
D 192 51
I 53 197
I 5 127
D 28 142
D 89 85
D 150 153
I 43 44
D 166 120
I 125 2
D 157 185
D 94 105
D 104 174
I 126 70
D 135 172
I 121 107
I 120 199
I 106 3
D 46 156
D 83 25
I 64 9
D 62 3
I 126 142
I 129 17
D 22 190
I 114 190
D 99 131
D 145 193
I 26 124
D 77 184
I 109 52
I 126 129
I 168 144
I 119 68
I 114 123
D 125 198
I 117 174
I 148 13
I 92 129
D 152 119
I 120 185
I 103 153
I 14 133
D 98 114
I 87 104
I 107 40
D 178 87
I 130 127
I 156 138
I 35 57
I 12 178
I 126 41
D 191 184
D 62 198
D 120 113
I 94 29
D 13 190
D 26 8
D 43 176
I 58 119
I 143 90
I 169 100
I 182 179
D 195 50
I 21 95
I 29 83
D 72 134
I 104 173
D 92 32
I 113 141
I 184 194
D 79 127
D 56 14
I 20 181
I 100 60
I 11 112
I 146 51
D 61 8
D 76 18
I 141 155
I 56 25
D 103 27
I 168 17
I 85 30
I 77 54
I 91 122
I 76 83
D 32 1
D 19 155
I 72 44
I 160 110
I 4 9
I 93 125
D 156 115
I 66 198
I 199 70
D 72 103
D 130 107
I 11 193
I 51 110
D 178 34
I 10 6
D 134 14
D 6 92
I 133 48
I 21 90
I 178 185
D 14 1
D 137 179
I 87 146
D 151 100
I 101 155
I 12 159
I 140 38
I 18 101
I 65 17
I 96 36
D 3 11
D 114 116
D 165 72
I 43 100
I 78 83
I 46 84
D 92 6
D 146 41
I 6 102
D 121 178
I 122 42
I 128 30
I 50 157
D 75 171
I 194 20
D 13 95
I 28 143
I 179 78
I 124 27
I 21 196
D 12 23
I 42 153
I 2 83
B 1000
D 29 146
D 137 177
I 116 39
D 31 15
I 78 55
D 126 21
I 41 12
I 162 125
I 1 105
I 97 112
D 163 55
I 150 18
D 136 158
D 21 170
I 115 98
D 172 7
D 91 111
I 32 81
I 55 167
I 37 98
I 112 129
I 83 32
I 80 16
D 181 127
I 3 105
I 86 186
D 60 28
I 113 107
I 122 148
D 157 96
D 108 11
I 149 81
D 58 40
D 152 50
D 28 59
I 148 110
D 151 37
D 68 66
I 155 124
D 165 6
D 134 37
I 41 153
D 186 108
I 171 150
D 25 136
D 162 121
I 187 33
I 40 74
I 195 133
D 55 172
I 74 2
D 149 151
I 30 38
D 199 84
D 186 65
D 187 149
D 171 102
D 143 184
I 137 64
I 187 29
D 103 3
I 147 146
D 187 176
D 131 34
I 196 79
D 91 64
D 45 93
I 181 81
I 65 141
I 167 3
I 48 62
D 36 187
D 73 54
I 32 85
I 156 196
D 192 143
I 1 72
I 163 173
D 100 119
I 99 27
I 171 141
D 109 70
I 46 160
D 179 97
D 34 171
I 43 36
D 185 79
I 149 169
D 138 135
I 102 161
I 74 62
I 9 63
D 41 108
D 48 23
D 82 11
D 128 107
D 173 26
I 95 15
D 27 30
D 64 138
I 73 68
I 112 161
I 48 102
D 181 4
I 138 46
D 46 82
I 158 182
I 176 125
I 144 136
D 177 136
D 106 40
D 187 38
D 180 19
I 19 67
I 75 164
I 118 102
D 20 99
I 57 41
I 158 121
I 67 3
I 183 83
D 163 120
D 61 123
I 199 81
I 48 72
D 124 165
I 191 31
D 73 148
D 134 33
I 91 46
I 53 45
D 88 75
D 72 147
D 111 114
D 47 153
D 79 110
I 177 111
I 156 79
D 92 48
D 77 96
I 61 12
I 140 86
D 146 107
I 79 196
I 3 194
D 45 137
I 149 43
D 188 153
D 47 124
I 106 194
D 148 185
D 63 86
D 17 153
D 58 40
D 71 127
D 141 192
I 146 46
D 93 185
I 32 128
D 66 14
D 133 106
I 160 170
D 126 117
I 173 27
D 45 156
D 80 162
I 12 51
D 55 54
I 123 181
I 161 3
D 85 2
I 185 116
I 57 23
I 85 20
I 71 5
D 167 187
I 122 3
D 23 6
D 19 40
I 57 143
D 58 136
D 94 41
D 6 197
D 9 179
D 33 15
I 141 161
D 140 36
D 188 76
D 121 84
I 121 74
D 12 102
D 104 8
I 20 181
D 77 15
I 147 107
I 20 130
D 63 189
I 113 48
D 59 176
I 23 168
I 52 103
I 8 185
D 136 128
D 163 120
D 46 48
D 27 169
I 109 108
D 47 68
D 4 137
D 9 77
D 171 112
D 3 24
D 172 11
D 112 162
D 44 47
D 145 19
I 64 141
D 16 46
D 95 136
I 24 11
D 190 142
D 23 76
D 11 55
D 130 175
I 90 195
I 11 90
I 168 109
D 171 127
D 160 8
I 188 59
D 195 89
I 57 6
D 106 168
I 98 157
D 94 103
D 183 90
D 112 171
I 74 183
D 20 187
D 167 151
I 182 113
I 62 189
D 41 44
I 154 151
D 39 101
I 151 86
I 73 149
I 153 192
D 95 139
D 188 144
I 104 71
D 176 153
D 98 42
I 109 170
I 91 122
D 146 123
D 60 57
D 175 159
I 58 63
I 190 94
D 132 168
I 60 128
I 31 195
D 152 120
I 150 65
D 24 20
D 142 85
I 64 26
I 96 52
I 141 77
I 58 113
D 31 55
D 199 110
D 1 50
D 27 86
D 192 106
D 107 45
I 109 93
I 140 157
I 121 175
I 116 193
I 39 192
I 141 163
I 182 131
D 0 3
D 105 151
D 148 4
D 114 70
D 23 25
D 148 194
I 134 141
D 93 28
D 174 157
D 98 10
I 31 100
I 110 178
D 121 126
D 39 98
D 73 122
I 171 40
I 37 161
D 134 165
D 171 129
D 105 14
D 89 97
I 113 4
D 190 16
D 176 31
I 180 20
I 198 126
I 192 166
I 184 189
I 85 97
D 16 183
I 152 18
D 7 96
D 90 43
D 176 187
D 122 198
D 147 49
D 70 79
D 17 52
I 78 28
D 115 55
I 6 105
I 110 163
I 169 139
I 118 156
D 25 161
I 36 83
I 184 110
D 177 136
D 135 125
D 11 4
I 39 19
I 191 76
I 126 58
D 48 17
I 73 93
I 51 37
D 56 17
I 161 151
I 102 55
I 139 92
D 36 65
D 56 21
I 120 146
I 123 71
I 2 122
D 154 24
I 160 1
I 148 119
I 49 54
I 81 25
D 69 147
D 123 22
D 82 70
D 81 107
D 131 119
I 93 34
I 132 70
D 126 111
D 83 161
D 184 87
D 72 145
D 158 124
D 154 178
I 110 80
D 30 81
I 156 161
D 112 192
D 76 80
I 112 128
D 73 135
I 171 141
D 167 187
D 49 197
D 104 126
D 153 118
I 138 72
I 118 61
D 179 193
D 3 141
D 10 65
I 133 6
I 82 61
D 156 53
D 38 92
D 150 59
I 190 128
D 184 33
I 48 119
D 106 173
D 160 195
I 179 35
I 141 80
D 101 195
I 180 156
I 44 198
D 149 62
I 32 120
D 176 73
D 20 48
I 35 40
D 163 175
D 60 114
D 17 24
D 69 163
D 31 52
D 124 132
I 139 74
I 37 197
D 172 186
I 37 54
D 165 64
D 13 85
D 21 125
D 120 40
I 106 186
D 107 184
I 78 5
D 54 57
I 124 50
I 167 88
I 62 61
I 194 35
D 29 120
I 62 100
I 17 105
I 156 191
D 20 24
I 97 47
D 27 159
D 161 44
D 14 124
I 131 100
I 100 129
D 7 158
D 187 176
I 128 110
I 167 177
I 157 95
D 191 141
D 171 34
I 83 178
D 148 164
I 124 33
I 68 27
I 25 145
I 28 179
D 188 144
D 67 177
D 180 138
D 10 18
I 70 138
D 103 110
I 138 121
I 190 79
D 132 49
D 17 122
D 26 32
I 142 15
I 103 105
I 4 147
D 159 197
I 160 112
D 88 151
I 136 94
I 92 133
I 29 184
I 70 84
D 115 20
D 60 144
I 14 132
I 13 173
I 26 116
D 16 46
I 52 104
I 141 134
D 119 182
D 30 54
I 0 40
D 173 26
I 18 44
D 40 151
I 189 133
D 53 78
D 124 89
D 55 49
I 114 110
D 11 57
I 154 19
I 161 17
D 162 175
I 165 34
I 140 129
I 38 5
I 17 9
D 12 195
I 57 65
I 100 192
D 53 78
D 177 67
I 0 102
I 0 30
D 13 52
I 19 13
D 114 139
D 67 27
I 72 40
I 3 126
D 96 169
I 156 28
I 193 67
I 149 16
I 101 159
I 105 98
I 136 101
I 140 91
D 156 20
D 183 197
D 53 115
I 18 150
I 173 143
D 32 167
I 101 160
I 178 153
D 101 145
I 4 114
D 4 91
I 199 155
I 75 39
D 26 86
D 192 112
I 66 45
I 139 145
D 188 173
D 92 87
I 81 152
I 137 145
D 41 49
D 192 189
D 117 197
I 146 172
D 180 185
D 75 192
D 0 28
I 110 115
I 155 140
I 55 51
I 184 162
D 96 18
D 144 19
D 61 24
I 65 129
D 75 95
I 106 13
D 18 125
I 53 44
I 15 132
D 170 132
D 99 163
I 142 2
D 177 30
D 44 182
D 125 45
I 158 73
I 97 154
I 192 100
D 14 64
I 123 186
I 54 18
I 135 3
D 50 120
D 74 76
D 100 119
I 97 56
D 47 60
D 60 88
D 175 157
I 10 9
I 101 4
D 5 31
I 57 38
I 43 31
I 87 148
D 117 193
I 131 171
D 68 75
D 66 26
D 54 65
D 3 170
D 156 20
I 172 166
D 163 99
I 65 3
I 72 161
I 129 88
I 175 20
I 159 188
I 58 14
D 21 108
I 152 43
D 195 63
I 23 103
I 135 58
I 50 145
I 52 128
D 42 84
D 186 124
D 39 35
I 155 65
D 131 174
D 136 58
D 12 82
D 92 99
D 8 189
D 55 160
I 173 151
D 117 26
I 71 85
D 171 7
D 97 52
D 76 67
D 174 146
I 178 159
I 125 2
D 170 5
I 77 19
D 94 13
I 166 100
I 37 15
D 135 172
D 39 176
D 49 157
D 173 136
D 98 33
I 101 169
I 143 193
I 157 187
I 123 112
D 82 174
I 41 92
I 12 186
I 138 45
D 122 113
D 131 174
I 115 139
I 69 121
D 57 21
I 106 146
D 166 180
D 45 52
I 20 133
I 141 99
D 59 56
I 54 6
D 76 96
I 18 57
D 40 58
I 81 10
I 141 118
I 19 76
D 135 153
I 40 131
I 20 154
D 12 23
D 8 3
D 38 122
I 109 12
I 179 180
I 182 96
I 1 195
I 159 74
D 104 8
D 139 40
D 158 161
D 144 51
D 8 160
I 44 113
D 105 32
I 138 140
I 101 49
I 19 57
I 50 125
I 103 153
D 19 138
I 33 199
D 104 127
I 148 130
I 149 190
I 83 85
D 117 73
I 86 8
D 90 8
I 126 93
D 32 78
I 128 34
D 189 63
D 168 119
D 127 95
I 186 141
I 187 18
I 173 185
D 88 125
D 176 30
D 30 121
I 69 28
D 49 142
D 28 199
D 196 199
I 90 84
D 150 15
D 98 35
D 103 6
I 89 159
D 1 53
D 17 88
D 162 61
I 95 47
I 47 105
I 9 13
I 124 188
D 29 141
D 116 114
I 167 91
D 60 39
D 59 3
I 7 136
I 57 69
I 117 82
I 158 143
D 62 8
D 37 7
D 44 77
I 7 53
I 80 53
D 141 142
D 70 82
D 165 89
D 181 199
D 79 19
D 197 183
I 148 17
D 120 5
I 166 41
D 45 187
I 179 61
I 106 172
I 32 104
I 160 52
D 40 114
I 58 113
I 62 89
I 136 52
D 122 195
D 159 2
I 192 104
D 34 131
D 82 155
D 90 50
I 85 131
D 79 173
I 110 97
D 30 160
I 28 169
I 184 57
I 11 83
D 132 159
D 108 28
D 90 187
D 189 164
D 166 2
D 2 144
D 83 86
D 52 87
D 171 7
I 120 115
D 160 180
D 192 112
I 124 192
D 41 130
I 9 142
I 49 140
D 90 17
D 10 0
D 144 139
D 7 171
D 6 68
D 2 65
I 155 74
D 118 159
D 130 76
D 60 69
D 115 156
I 170 27
D 11 107
I 149 193
I 114 104
I 98 15
I 38 170
I 185 31
D 181 174
I 117 134
D 115 146
D 110 39
D 35 139
I 196 154
D 6 146
I 37 164
D 197 98
D 65 70
I 137 165
I 111 105
I 103 86
D 72 109
I 84 12
D 101 118
D 168 88
D 32 55
I 50 133
D 108 33
I 88 196
D 77 83
D 71 9
I 4 7
I 198 140
D 112 174
D 181 179
D 68 17
I 59 124
I 199 24
D 13 0
D 49 70
I 199 89
D 165 2
I 48 47
I 139 151
I 30 168
D 39 145
I 80 142
I 38 77
I 163 191
D 114 166
I 43 145
I 49 188
I 53 91
D 197 88
I 155 105
D 114 71
D 72 27
D 103 117
D 164 142
I 145 158
D 120 12
D 22 119
D 177 63
D 171 56
D 189 181
I 107 87
I 38 25
I 195 77
D 85 94
I 106 179
I 110 2
I 147 89
I 104 101
D 86 84
D 168 57
I 5 99
I 149 105
D 150 24
D 4 44
D 121 110
I 33 138
I 79 186
I 103 163
I 54 95
I 175 165
D 100 193
I 155 32
D 197 145
I 19 198
D 53 134
I 132 171
D 70 94
D 59 71
I 143 83
D 190 35
I 147 130
D 71 9
I 47 170
I 148 65
D 107 22
D 90 65
D 189 103
I 42 175
I 14 176
I 39 151
D 197 63
I 112 83
I 143 166
I 150 79
D 112 88
D 89 180
I 13 157
D 171 102
I 196 112
D 150 155
D 161 85
D 55 160
I 192 27
D 13 73
I 166 1
D 124 2
I 179 61
I 68 13
I 90 91
I 154 173
I 196 153
I 1 11
I 131 134
I 46 81
D 124 148
I 36 14
D 157 128
D 174 6
I 93 88
I 53 67
I 33 110
I 130 75
D 42 143
D 192 143
I 189 163
I 22 89
I 30 29
D 143 167
I 103 24
D 143 178
D 194 93
D 106 15
I 96 138
D 69 94
D 96 23
D 109 106
I 190 68
D 129 75
D 187 195
I 164 77
D 81 58
I 20 37
D 105 14
D 123 69
D 16 6
D 172 186
D 149 184
I 159 48
D 102 143
D 171 7
D 179 196
I 198 136
D 67 55
D 65 190
I 52 30
D 108 49
D 10 40
D 65 2
I 130 44
I 90 154
D 113 119
I 60 79
I 190 101
D 116 18
D 30 15
I 14 132
D 168 18
D 121 77
D 51 180
I 111 56
D 125 25
D 75 196
D 147 72
I 144 159
I 87 63
D 125 21
I 83 127
D 158 76
I 67 83
D 6 79
D 79 184
D 169 25
D 70 74
I 120 47
I 132 116
I 166 32
D 28 102
I 13 1
D 65 112
D 101 114
I 124 6
B 1000
D 59 54
D 37 139
D 184 175
I 14 163
I 51 138
I 43 144
D 65 70
I 68 166
D 111 124
D 33 29
I 114 1
I 181 83
D 152 57
D 73 135
D 117 139
I 88 22
I 66 74
D 14 42
I 95 22
D 40 188
D 108 178
D 29 120
D 76 8
I 144 69
I 139 157
I 195 30
I 168 196
D 120 14
D 35 39
D 185 34
I 151 102
I 139 2
I 80 64
D 149 130
D 180 68
I 86 157
D 125 155
I 2 61
I 43 22
D 47 153
I 147 23
D 34 65
D 91 32
D 32 158
D 178 87
D 5 18
I 52 172
I 40 43
I 130 1
D 34 2
D 36 183
D 106 169
D 184 16
I 162 117
I 75 12
D 84 79
I 116 59
D 35 49
D 33 193
I 21 30
D 167 46
D 135 153
I 136 88
I 66 69
I 166 144
I 6 151
I 78 135
D 77 28
D 176 30
I 199 17
D 26 126
I 68 11
I 153 117
D 170 169
I 69 104
I 121 38
I 104 152
D 27 0
D 150 154
D 131 161
I 24 169
D 199 58
I 171 79
D 114 36
I 136 65
I 98 106
I 161 14
D 57 78
I 84 0
D 73 170
D 11 140
D 149 187
D 118 87
I 199 176
I 72 198
I 35 173
I 172 109
D 93 14
I 98 182
D 47 148
I 138 74
I 152 73
D 172 186
I 165 92
D 86 76
D 69 123
D 173 102
D 106 128
D 132 95
D 129 81
I 161 192
D 144 68
D 184 11
I 173 31
D 10 68
I 65 35
D 85 78
D 193 70
D 120 96
D 70 94
D 44 86
I 101 87
I 11 40
I 112 38
D 41 146
D 101 12
D 54 73
I 172 123
D 177 67
D 22 162
D 2 126
I 184 58
D 121 113
I 162 24
D 159 86
I 140 108
D 44 10
D 78 117
D 132 168
D 195 122
I 143 173
I 197 56
I 167 15
D 186 108
I 21 59
I 82 50
D 69 94
D 118 29
D 33 115
I 106 155
D 82 81
I 44 32
D 111 91
I 39 117
I 187 171
D 35 14
D 185 196
I 114 5
I 80 105
D 19 32
I 148 3
D 110 39
D 176 31
I 21 146
D 64 123
D 49 179
I 43 155
D 110 50
I 147 114
I 12 182
I 78 199
I 140 68
I 111 117
I 165 157
D 23 162
I 13 41
D 165 141
D 172 176
I 147 187
D 49 124
I 120 99
D 50 42
I 31 38
D 77 83
D 179 190
I 5 23
I 152 21
I 172 116
I 184 152
D 37 79
I 164 82
I 197 177
D 80 74
I 157 5
I 105 61
I 25 13
I 120 76
I 117 159
I 117 132
I 12 144
I 162 75
I 53 125
D 90 124
D 44 47
I 5 8
D 28 142
I 35 5
D 6 31
D 192 106
D 178 61
I 108 36
I 106 10
I 82 143
D 140 164
D 73 170
I 65 25
D 162 91
I 1 163
D 195 122
D 164 140
I 168 5
D 40 84
D 187 11
D 56 83
D 71 87
D 102 94
D 149 184
D 119 123
I 148 181
D 91 125
D 60 47
D 180 190
D 6 165
D 65 36
I 24 32
D 95 50
I 147 58
D 121 85
I 15 121
I 191 52
I 105 41
I 111 2
I 97 2
I 183 49
D 173 79
D 42 24
I 36 109
D 8 81
D 102 100
I 18 161
I 94 192
I 48 155
I 132 193
D 43 70
D 190 14
D 84 121
D 29 127
D 166 61
D 132 163
D 24 167
D 12 102
I 72 77
I 27 128
D 155 196
I 134 146
I 17 26
D 155 150
D 22 175
I 70 75
D 146 40
I 191 62
I 171 17
D 126 21
D 27 20
D 38 92
I 90 121
I 195 35
I 57 27
I 122 116
I 15 110
D 131 119
I 180 169
I 51 93
I 124 147
D 54 57
D 94 70
D 56 45
I 184 19
I 184 108
I 32 63
I 71 68
D 24 0
I 25 110
I 124 154
D 191 38
D 194 133
I 113 181
I 172 105
D 127 30
D 19 29
I 196 189
I 104 15
I 141 87
D 65 73
I 10 15
D 101 111
I 130 2
I 54 95
I 67 189
D 78 119
D 61 122
I 112 113
D 147 151
I 177 1
D 71 114
I 130 140
D 116 114
I 175 195
D 106 64
D 35 109
I 117 146
D 65 85
D 44 100
I 146 194
I 147 51
I 119 112
D 48 164
D 104 17
D 49 108
D 20 94
D 186 104
I 151 55
I 41 131
D 157 14
D 1 51
I 151 39
I 58 88
I 114 179
I 120 17
D 120 85
I 104 5
I 194 78
D 156 122
D 119 84
D 179 90
I 111 144
I 0 190
D 157 160
I 139 21
I 65 8
I 93 198
D 177 157
D 114 70
I 32 155
I 10 58
D 172 183
I 145 158
I 107 29
D 91 125
D 128 106
I 109 93
I 145 2
I 19 134
I 71 113
D 133 3
I 40 183
I 18 188
I 88 108
I 193 160
D 15 31
I 125 74
I 174 77
I 196 119
I 162 177
D 88 151
I 6 110
I 129 59
D 106 38
I 17 69
D 18 157
D 56 59
I 26 105
I 132 114
D 30 12
I 4 9
I 186 24
I 139 41
D 84 93
D 197 4
D 44 75
I 165 119
D 10 76
D 24 26
I 25 47
I 57 185
I 9 181
D 88 112
D 91 111
D 132 13
D 81 50
I 65 116
D 191 23
D 62 8
D 77 9
I 26 29
I 86 14
I 37 129
I 83 41
D 125 82
I 130 154
D 53 184
D 25 152
D 121 73
I 171 51
I 160 15
I 1 88
D 181 64
I 39 178
D 92 190
I 93 108
D 89 195
I 179 76
D 192 142
D 156 7
I 95 58
D 193 76
D 37 160
I 9 39
I 19 8
I 38 139
D 34 117
D 151 104
D 29 45
I 180 197
I 45 35
I 51 142
I 105 121
D 182 14
D 48 76
I 195 82
I 152 71
I 178 82
I 120 111
D 155 129
I 113 128
I 36 160
I 116 124
I 194 112
I 39 143
D 26 99
D 29 45
I 199 82
I 22 73
D 191 141
D 13 30
I 164 183
I 167 88
I 192 27
I 137 42
D 113 60
I 88 189
I 75 137
I 93 5
I 187 5
D 19 4
I 173 47
I 54 76
D 154 86
D 195 190
I 175 97
D 86 26
I 72 52
I 151 145
I 152 116
I 100 24
I 12 28
D 40 139
D 86 129
D 23 48
I 115 174
D 2 81
I 66 79
I 19 94
I 41 18
D 159 127
I 23 137
D 112 125
D 159 25
D 3 118
D 132 111
I 167 84
D 80 197
I 156 144
I 16 151
D 49 1
D 167 181
D 152 114
D 109 97
I 115 30
I 47 173
D 54 72
I 87 40
I 54 176
D 18 5
D 92 38
I 173 25
I 127 138
D 53 134
D 66 49
D 61 122
I 46 128
D 199 118
D 128 5
D 22 101
D 45 102
D 32 167
D 150 156
D 29 75
I 55 145
D 124 70
D 157 122
D 36 142
I 19 96
D 133 135
D 10 26
D 42 84
D 68 72
I 183 142
D 45 52
D 148 21
I 57 155
I 21 150
I 82 142
D 44 191
D 183 12
D 93 194
I 154 70
D 130 149
I 85 41
D 100 97
I 131 158
I 182 86
D 53 119
I 133 123
I 171 175
D 92 6
I 188 96
I 14 80
I 90 142
D 154 139
D 148 126
D 57 21
D 60 82
D 198 70
I 75 87
D 163 69
D 5 91
I 39 153
I 42 86
D 143 98
D 120 123
D 36 153
I 74 58
I 45 9
D 65 123
I 11 78
I 26 96
D 137 4
I 162 179
I 86 54
D 6 194
I 156 140
D 163 186
I 101 93
I 20 145
D 34 65
I 131 197
I 182 0
I 39 150
I 27 178
D 150 28
I 154 168
D 197 92
I 30 130
D 79 50
D 61 73
D 41 149
D 39 101
I 37 164
I 14 87
D 143 147
I 74 168
I 153 54
I 66 80
I 58 55
D 40 64
I 195 132
I 9 139
D 26 164
D 7 174
I 44 147
I 15 80
D 82 125
D 187 193
I 157 115
I 37 162
I 68 159
D 48 12
D 47 40
D 48 191
D 68 144
D 195 26
I 3 126
I 14 29
I 60 156
D 53 19
D 15 45
D 171 112
D 177 63
D 113 21
D 36 161
I 132 72
D 90 93
I 88 145
D 20 40
D 35 98
I 170 0
D 184 62
I 34 63
I 15 12
I 178 172
I 132 33
I 123 0
I 17 39
I 3 158
I 58 29
I 80 185
D 145 136
I 65 15
D 57 102
I 9 27
D 73 61
I 33 126
D 68 52
I 118 94
D 186 165
I 196 17
D 175 188
D 21 122
I 50 197
D 174 131
D 4 137
I 52 67
I 58 144
D 11 21
D 194 50
I 170 36
I 49 78
D 11 108
D 62 167
D 63 12
I 168 191
I 83 121
D 185 34
D 196 134
I 92 149
I 14 36
D 23 118
D 71 190
I 86 128
D 10 155
D 162 153
D 119 157
D 191 5
D 154 13
I 18 90
D 15 99
D 129 137
D 63 115
D 134 189
I 167 159
I 138 33
D 38 50
D 174 64
I 183 169
D 1 50
I 192 41
I 131 185
I 79 15
I 137 37
I 12 144
I 149 160
I 132 92
I 19 172
D 112 65
I 27 114
D 102 99
I 103 114
I 161 179
D 40 65
D 60 38
I 31 71
D 94 110
D 2 17
I 77 99
I 191 62
I 174 143
D 137 126
I 148 149
I 127 102
I 193 127
I 172 93
I 142 93
D 185 69
D 51 95
D 194 177
I 150 89
D 112 162
D 101 64
I 13 43
I 87 47
I 190 132
D 24 7
I 48 13
I 88 20
I 113 92
I 156 58
I 128 0
I 163 133
I 67 16
D 61 8
D 90 189
D 34 171
I 187 7
D 117 197
I 100 137
D 149 152
D 141 192
D 13 67
I 106 9
D 7 100
I 14 174
D 107 176
D 7 58
I 117 8
I 18 177
I 64 161
D 62 15
I 153 110
I 169 72
D 133 173
I 66 193
D 78 24
I 183 189
D 134 182
D 66 26
I 108 56
I 190 26
I 143 63
D 126 10
I 7 27
I 17 137
I 125 130
I 87 93
D 89 11
I 94 6
I 134 41
D 175 77
I 159 177
D 59 158
I 195 99
D 165 159
D 49 41
I 170 57
D 169 106
D 141 189
D 18 178
I 79 89
I 131 92
I 112 96
D 121 3
I 46 8
D 121 77
D 79 180
I 44 147
I 179 168
D 88 87
D 107 11
D 99 145
I 21 54
I 95 114
I 143 168
D 51 179
I 42 82
D 98 66
D 52 68
I 68 124
I 40 50
D 128 133
I 103 133
D 66 165
I 42 156
D 104 120
I 178 153
D 95 134
I 61 124
I 105 8
I 96 22
I 90 54
I 149 169
I 113 192
D 137 98
D 85 128
I 149 59
I 120 30
D 182 157
D 70 82
I 82 113
D 111 91
D 159 52
D 54 25
D 123 22
D 40 20
I 18 148
I 159 108
I 136 197
I 41 14
I 135 80
I 128 18
D 59 37
I 78 173
I 6 33
D 93 95
D 64 14
I 78 75
D 91 50
I 179 27
I 96 140
D 77 129
D 138 177
D 108 72
I 30 80
D 185 149
D 45 93
I 99 196
D 13 55
I 165 144
D 152 119
D 115 63
D 19 150
I 129 65
D 91 48
I 80 16
I 89 147
I 133 187
D 66 91
I 186 106
D 47 153
I 54 170
I 36 57
I 60 70
D 178 46
D 87 52
I 123 153
I 141 7
I 17 64
D 192 51
I 151 131
I 0 145
I 96 133
D 184 149
I 96 2
D 102 114
D 37 25
D 66 181
D 82 85
D 26 63
D 53 31
I 94 184
I 34 134
I 23 62
D 119 27
D 134 33
I 139 123
D 177 44
D 118 150
I 190 6
I 4 125
D 87 3
I 163 11
I 107 196
I 145 120
D 29 19
I 115 158
I 62 147
D 68 118
I 48 170
D 156 45
D 188 65
I 10 143
I 45 129
D 199 122
D 195 92
D 89 74
D 80 187
D 91 25
D 142 29
D 24 26
D 194 50
D 199 134
I 138 122
I 18 166
I 63 100
I 39 50
D 158 22
D 62 198
I 13 23
D 154 77
D 123 120
D 20 187
I 146 3
D 149 58
D 194 195
D 91 64
I 33 111
I 151 16
D 1 34
D 91 38
D 161 36
D 149 96
I 26 108
I 21 179
D 181 19
I 112 128
I 20 8
D 53 64
D 130 182
D 60 64
I 51 117
I 53 145
I 38 181
I 120 122
I 90 60
D 110 167
I 125 69
I 103 36
D 137 39
I 177 178
D 134 93
I 123 37
D 150 124
D 162 112
I 9 55
D 128 73
I 82 137
I 137 117
I 120 183
I 188 183
I 9 107
D 29 144
D 28 162
D 97 88
D 74 9
I 7 144
D 37 94
I 146 56
D 109 192
D 3 28
I 24 151
D 119 157
D 22 162
I 109 127
D 130 182
I 84 174
D 119 5
I 110 182
D 26 72
I 188 179
I 15 194
D 14 76
I 133 140
I 20 8
I 88 137
D 1 40
I 182 95
I 154 119
D 180 160
D 69 94
D 4 52
D 181 65
D 62 63
D 171 176
I 188 6
D 176 172
I 52 189
D 48 42
I 164 157
I 182 151
D 0 5
I 152 76
B 1000
I 157 68
D 199 79
I 91 73
D 112 72
I 92 179
I 128 58
I 56 102
D 158 88
I 183 92
I 133 139
I 139 9
I 119 10
D 33 184
I 101 108
I 145 41
I 168 93
D 98 147
D 11 108
I 13 60
I 174 50
D 161 85
I 119 162
D 54 66
D 158 55
